EVALUATION RESULTS:
bleu,success,match
0.1373344645086682,0.7946127896210138,0.8059701491334372
DECODED RESULTS
dial_id,turn_num,user,bspn_gen,bspn,resp_gen,resp
614,3,their address is 20 milton road chestertonthank you good bye .,cheap north EOS_Z1,cheap north EOS_Z1,thank you for using our system . good bye,"you're welcome , goodbye"
633,4,,,,,
633,0,"hi , i'd like to find an expensive cantonese restaurant .",cantonese expensive EOS_Z1,cantonese expensive EOS_Z1,there are no food_SLOT restaurants in the pricerange_SLOT price range . would you like to try something else ?,there are no restaurants in the area that match your preferences . is there anything else you'd be interested in ?
633,1,there are no restaurants in the area that match your preferences . is there anything else you'd be interested in ?how about north american food ?,north american expensive EOS_Z1,north american expensive EOS_Z1,there are two restaurants in the area_SLOT part of town . would you like to try something else ?,"gourmet burger kitchen serves area_SLOT american food , is in the pricerange_SLOT price range , and is in the area_SLOT part of town . would you like the phone number ?"
633,2,"gourmet burger kitchen serves north american food , is in the expensive price range , and is in the centre part of town . would you like the phone number ?yes , i would like their phone number and postcode , please .",north american expensive EOS_Z1 phone postcode,north american expensive EOS_Z1 phone postcode,there are two restaurants in the pricerange_SLOT price range . would you like their phone number ?,"gourmet burger kitchen 's phone number is 01223 312598 and the postcode is c .b 2 , 1 a .b . may i help you with anything else ?"
633,3,"gourmet burger kitchen 's phone number is 01223 312598 and the postcode is c .b 2 , 1 a .b . may i help you with anything else ?no , thank you for the information . goodbye .",north american expensive EOS_Z1,north american expensive EOS_Z1,thank you for using our system . goodbye .,"you're welcome , goodbye ."
638,4,,,,,
638,0,i'm looking for a moderately priced japanese restaurant .,japanese moderate EOS_Z1,japanese moderate EOS_Z1,there are no food_SLOT restaurants in the pricerange_SLOT price range . would you like to try something else ?,"i'm sorry , but there is no restaurant serving food_SLOT food and in the pricerange_SLOT price range . would you like to try another type of food or a different price range ?"
638,1,"i'm sorry , but there is no restaurant serving japanese food and in the moderate price range . would you like to try another type of food or a different price range ?how about modern european food ?",modern european moderate EOS_Z1,modern european moderate EOS_Z1,there are two restaurants serving modern food_SLOT food . would you like to try something else ?,there are 3 restaurants serving modern food_SLOT food and in the pricerange_SLOT price range . would you like the area_SLOT or area_SLOT part of town ?
638,2,"there are 3 restaurants serving modern european food and in the moderate price range . would you like the south or centre part of town ?i don't have a preference , please make a suggestion .",modern european moderate EOS_Z1,modern european moderate EOS_Z1,there are three restaurants serving modern food_SLOT food . would you like their address ?,de luca cucina and bar serves modern food_SLOT food and is in the pricerange_SLOT price range . their phone number is 01223 356666 and they are located at 83 regent street
638,3,de luca cucina and bar serves modern european food and is in the moderate price range . their phone number is 01223 356666 and they are located at 83 regent street thank you . goodbye .,modern european moderate EOS_Z1,modern european moderate EOS_Z1,thank you for using our system . good bye,you're welcome . thank you for using the system .
657,4,,,,,
657,0,"a moderately priced restaurant in the north part of town , please .",moderate north EOS_Z1,moderate north EOS_Z1,there are three pricerange_SLOT priced restaurants in the area_SLOT part of town . would you like to try something else ?,the golden wok is a nice restaurant in the area_SLOT part of town and is in the pricerange_SLOT price range . would you like their location ?
657,1,the golden wok is a nice restaurant in the north part of town and is in the moderate price range . would you like their location ? yes please .,moderate north EOS_Z1,moderate north EOS_Z1 address,the golden wok is located at 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 is a nice restaurant in the area_SLOT part of town and is located at 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05,the golden wok is located at 191 histon road chesterton
657,2,the golden wok is located at 191 histon road chestertonphone number ?,moderate north EOS_Z1,moderate north EOS_Z1 phone,the golden wok is located at 19 his road chesterton phone number is 01223 32363 the golden wok is nandoon road chesterton phone number is 01223 317 tumblrijke street chesterton phone number is 01223 taylord street chesterton,the golden wok 's phone number is 01223 350688 . is there anything else i can help you with ?
657,3,"the golden wok 's phone number is 01223 350688 . is there anything else i can help you with ?that 's it , thank you . good bye .",moderate north EOS_Z1,moderate north EOS_Z1,thank you for using our system . good bye,thank you for using the cambridge restaurant system . goodbye .
610,4,,,,,
610,0,i would like a restaurant in the west part of town that serves international food,international west EOS_Z1,international west EOS_Z1,there are no restaurants in the area_SLOT part of town that serve food_SLOT food . would you like to try something else ?,sorry but there is not matching restaurants serving food_SLOT food in the area_SLOT .
610,1,sorry but there is not matching restaurants serving international food in the west .is there any restaurant in the east that serves international food ?,international west EOS_Z1,international east EOS_Z1,there are no restaurants serving food_SLOT food in the area_SLOT part of town . would you like to try something else ?,"yes , the missing sock serves food_SLOT food and is located in the area_SLOT part of town ."
610,2,"yes , the missing sock serves international food and is located in the east part of town . can i have the phone number please",international west EOS_Z1 phone,international east EOS_Z1 phone,there are no restaurants serving food_SLOT food . would you like to call us ?,there phone number is 01223812660 is there anything else i can help you with ?
610,3,"there phone number is 01223812660 is there anything else i can help you with ?that is all , thank you .",international west EOS_Z1,international east EOS_Z1,thank you for using our system . good bye,goodbye .
674,4,,,,,
674,0,hi . i'm trying to find a good restaurant in the south part of town .,good south EOS_Z1,south EOS_Z1,there are two restaurants in the area_SLOT part of town . would you like to try something else ?,there are several good restaurants in the area_SLOT part of town . do you have a preference for the type of food or price range ?
674,1,"there are several good restaurants in the south part of town . do you have a preference for the type of food or price range ? yes , i'd like a restaurant that serves portuguese food .",portuguese south EOS_Z1,portuguese south EOS_Z1,there are two good restaurants in the area_SLOT part of town . would you like their address ?,nandos is the only restaurant i can find in the area_SLOT that serves food_SLOT .
674,2,nandos is the only restaurant i can find in the south that serves portuguese . nandos sounds great . thank you .,portuguese south EOS_Z1,portuguese south EOS_Z1,thank you for using our system . good bye,thank you good bye
674,3,thank you good bye goodbye .,portuguese south EOS_Z1,portuguese south EOS_Z1,thank you for using our system . goodbye .,goodbye .
635,4,,,,,
635,0,i would like a barbeque restaurant .,barbeque EOS_Z1,barbeque EOS_Z1,there are no food_SLOT restaurants in the area . would you like their location ?,"where would you like to search for a restaurant , and what price range would you prefer ?"
635,1,"where would you like to search for a restaurant , and what price range would you prefer ?i don't care about the price range or location .",barbeque EOS_Z1,barbeque EOS_Z1,there are no restaurants in the area . would you like to try something else ?,there are no restaurants serving food_SLOT .
635,2,"there are no restaurants serving barbeque .do you have an address , phone number and postcode for a north american food restaurant ?",north american EOS_Z1 address phone postcode,north american EOS_Z1 address phone postcode,there are no restaurants serving area_SLOT american food . would you like their address ?,"the gourmet burger kitchen is at regent street city area_SLOT , post code c .b 2 , 1 a .b . the phone number is 01223 312598 ."
635,3,"the gourmet burger kitchen is at regent street city centre , post code c .b 2 , 1 a .b . the phone number is 01223 312598 .thank you good bye .",north american EOS_Z1,north american EOS_Z1,thank you for using our system . good bye,thank you .
670,4,,,,,
670,0,can you give me the phone number of a moderately priced restaurant in the north part of town ?,moderate north EOS_Z1 phone,moderate north EOS_Z1 phone,the phone number is 01223 363636 .,the phone number for golden wok is 01223 350688 . is there anything else i can help you with ?
670,1,"the phone number for golden wok is 01223 350688 . is there anything else i can help you with ?yes , is there another moderately priced restaurant in the north ?",moderate north EOS_Z1,moderate north EOS_Z1,there are two pricerange_SLOT priced restaurants in the area_SLOT part of town . would you like more information ?,"the nirala is a pricerange_SLOT priced restaurant in the area_SLOT of town , and it serves food_SLOT food . would you like the phone number ?"
670,2,"the nirala is a moderately priced restaurant in the north of town , and it serves indian food . would you like the phone number ?yes , i would like their phone number and postcode , please .",moderate north EOS_Z1 phone postcode,moderate north EOS_Z1 phone postcode,the nirala is located at 05 april and their postcode is 01223 32363 . would you like their phone number ?,"the phone number is 01223 360966 . and the postcode is c .b 4 , 1 u .y ."
670,3,"the phone number is 01223 360966 . and the postcode is c .b 4 , 1 u .y .thank you , nirala sounds good . goodbye .",moderate north EOS_Z1,moderate north EOS_Z1,"thank you , goodbye .",you're welcome . bye .
621,4,,,,,
621,0,i want a restaurant with corsica food please .,corsica EOS_Z1,corsica EOS_Z1,there are no food_SLOT restaurants in the area_SLOT part of town . would you like to try something else ?,what is the area you would like ?
621,1,what is the area you would like ?west side of town .,corsica EOS_Z1,corsica west EOS_Z1,there are no food_SLOT in the area_SLOT part of town . would you like more information ?,there are no matching restaurants . would you like me to perform another search ?
621,2,there are no matching restaurants . would you like me to perform another search ?how about italian food instead and could i have the phone number if you find a restaurant,italian EOS_Z1 phone,italian west EOS_Z1 phone,there are three restaurants in the area_SLOT part of town . would you like to try something else ?,prezzo is a pricerange_SLOT priced food_SLOT restaurant in the area_SLOT side of town . the phone number is 01799 521260 .
621,3,"prezzo is a moderately priced italian restaurant in the west side of town . the phone number is 01799 521260 .thank you , goodbye .",italian EOS_Z1,italian west EOS_Z1,"thank you , goodbye .",thank you good bye
618,4,,,,,
618,0,can you tell me if there is a moderately priced restaurant serving spanish food anywhere in town ?,spanish moderate EOS_Z1,spanish moderate EOS_Z1,there are two pricerange_SLOT priced food_SLOT restaurants in the area_SLOT of town . would you like to try something else ?,la tasca serves food_SLOT food and is located in the town area_SLOT and is in the pricerange_SLOT price range .
618,1,"la tasca serves spanish food and is located in the town centre and is in the moderate price range . what is the address , phone number , and area ?",spanish moderate EOS_Z1 address phone,spanish moderate EOS_Z1 address area phone,la tasca is located at tasca tasca . is there anything else i can help you with ?,their address is 14 -16 bridge street in the area_SLOT area . their phone number is 01223 464630 . can i help with anything else ?
618,2,"their address is 14 -16 bridge street in the centre area . their phone number is 01223 464630 . can i help with anything else ?no that is it , thank you",spanish moderate EOS_Z1,spanish moderate EOS_Z1,thank you for using our system . good bye,thank you for choosing our system . goodbye
618,3,thank you for choosing our system . goodbye thanks again !,spanish moderate EOS_Z1,spanish moderate EOS_Z1,thank you for using our system . goodbye .,good bye
667,4,,,,,
667,0,i am looking for a restaurant that serves irish food and is in the expensive price range .,irish expensive EOS_Z1,irish expensive EOS_Z1,there are no restaurants that serve food_SLOT food . would you like to try something else ?,there is not a restaurant serving food_SLOT food in the pricerange_SLOT price range . would you like another restaurant ?
667,1,there is not a restaurant serving irish food in the expensive price range . would you like another restaurant ? is there an expensive korean restaurant ?,korean expensive EOS_Z1,korean expensive EOS_Z1,there are two restaurants serving food_SLOT food . would you like their address ?,"yes , little seoul is a food_SLOT restaurant in the pricerange_SLOT price range ."
667,2,"yes , little seoul is a korean restaurant in the expensive price range .great ! can you give me the address and area of little seoul ?",korean expensive EOS_Z1 address area,korean expensive EOS_Z1 address area,"little seoul is located at 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 i're there , and there is clifton wayne street street city area_SLOT . would you like their address at 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05",little seoul is located at 108 regent street city area_SLOT . may i help you with anything else today ?
667,3,little seoul is located at 108 regent street city centre . may i help you with anything else today ? no thank you good bye,korean expensive EOS_Z1,korean expensive EOS_Z1,thank you for using our system . good bye,thank you . good bye
661,4,,,,,
661,0,i would like a moderately priced restaurant in the north part of town,moderate north EOS_Z1,moderate north EOS_Z1,there are two pricerange_SLOT priced restaurants in the area_SLOT part of town . would you like to try something else ?,"there are two pricerange_SLOT priced restaurants in the area_SLOT , an food_SLOT restaurant and a food_SLOT restaurant . would you like more information ?"
661,1,"there are two moderately priced restaurants in the north , an italian restaurant and a chinese restaurant . would you like more information ?what is the address of anyone of them ?",moderate north EOS_Z1 address,moderate north EOS_Z1 address,there are two pricerange_SLOT priced restaurants in the area_SLOT . would you like more information ?,the golden wok is a pricerange_SLOT priced food_SLOT restaurant in the area_SLOT located at 191 histon road chesterton . can i be of further assistance ?
661,2,the golden wok is a moderately priced chinese restaurant in the north located at 191 histon road chesterton . can i be of further assistance ? thank you,chinese moderate north EOS_Z1,moderate north EOS_Z1,thank you for using our system . good bye,"you're welcome , enjoy your food ."
661,3,"you're welcome , enjoy your food .thank you goodbye .",chinese moderate north EOS_Z1,moderate north EOS_Z1,thank you for using our system . goodbye .,good bye . thank you for using the system .
651,4,,,,,
651,0,hello . i'm trying to find a restaurant that serves swiss food . can you recommend anything to me ?,swiss EOS_Z1,swiss EOS_Z1,there are no restaurants serving food_SLOT food . would you like to try something else ?,unfortunately there are no restaurants that serve food_SLOT food in this area . would you consider trying a different cuisine ?
651,1,unfortunately there are no restaurants that serve swiss food in this area . would you consider trying a different cuisine ?oh okay . what are my choices for british food then ?,british EOS_Z1,british EOS_Z1,there are two restaurants that serve food_SLOT food . would you like to try something else ?,there are several restaurants that serve food_SLOT food in this area . cotto has great food in a pricerange_SLOT price range . it is located at 183 area_SLOT road city area_SLOT .
651,2,there are several restaurants that serve british food in this area . cotto has great food in a moderate price range . it is located at 183 east road city centre .what is the phone number ?,british EOS_Z1 phone,british EOS_Z1 phone,cotto is located at 183 area_SLOT road city area_SLOT . is there anything else i can help you with ?,their phone number is 01223 302010 .
651,3,"their phone number is 01223 302010 .thank you , goodbye .",british EOS_Z1,british EOS_Z1,thank you for using our system . good bye,thank you . good bye
630,4,,,,,
630,0,i would like an expensive restaurant in the south part of town,expensive south EOS_Z1,expensive south EOS_Z1,there are two pricerange_SLOT restaurants in the area_SLOT part of town . would you like to try something else ?,"there are food_SLOT , food_SLOT , food_SLOT and food_SLOT restaurants in the area . are there any food type in particular you would like ?"
630,1,"there are mexican , chinese , italian and indian restaurants in the area . are there any food type in particular you would like ?i don't care .",expensive south EOS_Z1,expensive south EOS_Z1,there are three restaurants in the area_SLOT part of town . would you like to try something else ?,chiquito restaurant bar is a food_SLOT restaurant located in the area_SLOT part of town and is in the pricerange_SLOT price range .
630,2,chiquito restaurant bar is a mexican restaurant located in the south part of town and is in the expensive price range .what is the address and phone number ?,expensive south EOS_Z1 address phone,expensive south EOS_Z1 address phone,chiquito restaurant bar is located at chiquito restaurant bar in the area_SLOT part of town . does it have a phone number ?,chiquito restaurant bar is located at 2g cambridge leisure park cherry hinton road cherry hinton and their phone number is 01223 400170 .
630,3,chiquito restaurant bar is located at 2g cambridge leisure park cherry hinton road cherry hinton and their phone number is 01223 400170 .thank you . good bye .,expensive south EOS_Z1,expensive south EOS_Z1,thank you for using our system . good bye,thank you good bye
672,5,,,,,
672,0,i want to find a restaurant in the south part of town and serves scandinavian food .,scandinavian south EOS_Z1,scandinavian south EOS_Z1,there are no restaurants in the area_SLOT part of town . would you like to try something else ?,there are no food_SLOT restaurants in the area_SLOT part of town .
672,1,there are no scandinavian restaurants in the south part of town . how about italian food ?,italian south EOS_Z1,italian south EOS_Z1,there are three restaurants in the area_SLOT part of town . what price range would you like ?,"yes , we have two food_SLOT restaurants in the area_SLOT area . would you prefer the pricerange_SLOT priced or the pricerange_SLOT one ?"
672,2,"yes , we have two italian restaurants in the south area . would you prefer the moderately priced or the expensive one ?i don't have a preference . please make a suggestion .",italian south EOS_Z1,italian south EOS_Z1,there are two food_SLOT restaurants in the area_SLOT area . would you like their address ?,"pizza hut cherry hinton is an food_SLOT restaurant , it is on the area_SLOT part of town , and it is in the pricerange_SLOT price range . would you like the address and phone number ?"
672,3,"pizza hut cherry hinton is an italian restaurant , it is on the south part of town , and it is in the moderate price range . would you like the address and phone number ?and postcode ?",,italian south EOS_Z1 address phone postcode,,"post code is c .b 1 , 7 d .y , phone number is 01223 323737 , and address is g4 cambridge leisure park clifton way cherry hinton ."
672,4,"post code is c .b 1 , 7 d .y , phone number is 01223 323737 , and address is g4 cambridge leisure park clifton way cherry hinton .great , thank you",,italian south EOS_Z1,thank you for using the cambridge restaurant system . good bye thank you're there are you're there . goodbye .,"thank you , have a nice day !"
612,5,,,,,
612,0,i am looking for a restaurant that is moderately priced and in the north part of town .,moderate north EOS_Z1,moderate north EOS_Z1,there are two restaurants that are pricerange_SLOT priced and in the area_SLOT part of town . would you like to try something else ?,the golden wok is in the area_SLOT part of town and is in the pricerange_SLOT price range .
612,1,"the golden wok is in the north part of town and is in the moderate price range .no i am not interested in the golden wok , is there anything else ?",moderate north EOS_Z1,moderate north EOS_Z1,the golden wok is in the area_SLOT part of town and is in the pricerange_SLOT price range . would you like their address ?,the nirala is also located in the area_SLOT and pricerange_SLOT priced . it serves food_SLOT food .
612,2,the nirala is also located in the north and moderately priced . it serves indian food .great ! can i have the phone number and postcode please ?,moderate north EOS_Z1 phone postcode,moderate north EOS_Z1 phone postcode,"the nirala is located at 05 april and the postcode is c .b 2 , 2 p .a . would you like more information ?",the nirala is located at 7 milton road chesterton . its phone number is 01223 360966 and the postcode is cb41uy . is there anything else i can help you with ?
612,3,the nirala is located at 7 milton road chesterton . its phone number is 01223 360966 and the postcode is cb41uy . is there anything else i can help you with ? that is all i needed . thank you .,,moderate north EOS_Z1,thank you for using the cambridge restaurant system . good bye thank you're there . goodbye . we're there .,thank you for using this system and please call us again . goodbye .
612,4,thank you for using this system and please call us again . goodbye .bye,,moderate north EOS_Z1,goodbye,thank you for using the cambridge restaurant sytem . good bye .
622,5,,,,,
622,0,"hi , i want a moderately priced restaurant .",moderate EOS_Z1,moderate EOS_Z1,"i'm sorry , there are no pricerange_SLOT priced restaurants in the pricerange_SLOT price range . would you like to try something else ?",there are several restaurants in the pricerange_SLOT price range . do you have a preference for the type of food or part of town ?
622,1,there are several restaurants in the moderate price range . do you have a preference for the type of food or part of town ? located in the east side,moderate east EOS_Z1,moderate east EOS_Z1,there are two restaurants in the pricerange_SLOT price range .,"there is a pricerange_SLOT priced food_SLOT restaurant located on the area_SLOT side , would you like that address ?"
622,2,"there is a moderate priced indian restaurant located on the east side , would you like that address ?yes please , could i have the address , phone number , and postcode of the venue ?",moderate east EOS_Z1 address phone postcode,moderate east EOS_Z1 address phone postcode,there are two food_SLOT restaurants in the area_SLOT part of town . would you like their address ?,"curry prince 's address is 451 newmarket road fen ditton , their postcode is c .b 5 , 8 j .j . their phone number is 01223 566388"
622,3,"curry prince 's address is 451 newmarket road fen ditton , their postcode is c .b 5 , 8 j .j . their phone number is 01223 566388thank you .",,moderate east EOS_Z1,,you're welcome . anything else i can help you find ?
622,4,"you're welcome . anything else i can help you find ?that 's it , thanks . good bye .",,moderate east EOS_Z1,there are two,thank you for calling . goodbye .
646,5,,,,,
646,0,i am looking for a restaurant in the west part of town .,west EOS_Z1,west EOS_Z1,there are two restaurants in the area_SLOT part of town . would you like to try something else ?,"cambridge lodge restaurant is in the area_SLOT part of town , and it serves food_SLOT food ."
646,1,"cambridge lodge restaurant is in the west part of town , and it serves european food .thank you . can i have the address please ?",european west EOS_Z1 address,west EOS_Z1 address,cambridge lodge restaurant is located at cambridge lodge lodge lodge hotel in the area_SLOT part of town . would you like their address ?,yes . their address is 139 huntingdon road city area_SLOT .
646,2,yes . their address is 139 huntingdon road city centre . thank you . i would like their price range and phone number as well please .,european west EOS_Z1 address phone,west EOS_Z1 phone pricerange,thank you for using our system . good bye,cambridge lodge restaurant is in the pricerange_SLOT price range and the phone number is 01223 355166 .
646,3,"cambridge lodge restaurant is in the expensive price range and the phone number is 01223 355166 .thank you , goodbye .",,west EOS_Z1,goodbye,you're welcome . goodbye .
646,4,you're welcome . goodbye .goodbye .,,west EOS_Z1,,enjoy your dining experience .
629,5,,,,,
629,0,i am looking for a restaurnt in the west end that isn't too high priced .,west EOS_Z1,moderate west EOS_Z1,there are two restaurants in the area_SLOT part of town . would you like to try something else ?,saint johns chop house ?
629,1,saint johns chop house ?where is saint johns chop house ?,saint john EOS_Z1 ingrijire chop house EOS_Z1,moderate west EOS_Z1 address,saint johns chop house is located at thomburgshire city area_SLOT . does i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i suggest i'mamah is a area_SLOT lane road thomburgshire city area_SLOT is there anything else ?,it is at 21 - 24 area_SLOT street
629,2,it is at 21 - 24 northampton streetis this in the west part of town and can i get the phone number ?,johnsonshireshireshire EOS_Z1 phone,moderate west EOS_Z1 phone,there are no restaurants in the area . would you like to try something else ?,saint johns chop house is in area_SLOT part of town . the phone number is 01223 353110 .
629,3,"saint johns chop house is in west part of town . the phone number is 01223 353110 .what type of food do they serve ? and to clarify , this is moderately priced , correct ?",,moderate west EOS_Z1 food,,saint johns chop house is a food_SLOT restaurant in the area_SLOT which is pricerange_SLOT priced .
629,4,saint johns chop house is a british restaurant in the west which is moderately priced . thank you goodbye .,,moderate west EOS_Z1,goodbye,"you're welcome , goodbye ."
639,5,,,,,
639,0,get me a restaurant that serves european food .,european EOS_Z1,european EOS_Z1,there are three restaurants serving food_SLOT food . would you like to try something else ?,"there are several restaurants serving food_SLOT food . would you like the area_SLOT , center or area_SLOT part of town ?"
639,1,"there are several restaurants serving european food . would you like the west , center or south part of town ? i dont really care .",european EOS_Z1,european EOS_Z1,there are two restaurants serving food_SLOT food . would you like their address ?,which price range are you looking for ?
639,2,which price range are you looking for ?any price range is fine .,,european EOS_Z1,there are two options available,cambridge lodge restaurant serves food_SLOT food . is there anything else i can help you with ?
639,3,cambridge lodge restaurant serves european food . is there anything else i can help you with ?could i have the phone number and postcode for that restaurant please ?,,european EOS_Z1 phone postcode,,"the phone number is 01223 355166 and the post code is c .b 3 , 0 d .q . is there anything else ?"
639,4,"the phone number is 01223 355166 and the post code is c .b 3 , 0 d .q . is there anything else ?no , thank you .",,european EOS_Z1,"i'm sorry , but there are no",thank you .
615,5,,,,,
615,0,i want to find a moderately priced restaurant in the north part of town . what is the phone number ?,moderate north EOS_Z1 phone,moderate north EOS_Z1 phone,there are two pricerange_SLOT priced restaurants in the area_SLOT part of town . what price range are you looking for ?,golden wok is in the pricerange_SLOT price range and is in the area_SLOT area of town .
615,1,golden wok is in the moderate price range and is in the north area of town . is there anything else in the expensive range in the north area of town ?,moderate north EOS_Z1,expensive north EOS_Z1,golden wok is in the pricerange_SLOT price range and is in the area_SLOT part of town . would you like more information ?,"yes , there is an pricerange_SLOT food_SLOT restaurant called restaurant two two ."
615,2,"yes , there is an expensive french restaurant called restaurant two two .what is the phone number of that one please ?",moderate north EOS_Z1 phone,expensive north EOS_Z1 phone,there are two restaurants in the area_SLOT part of town . would you like to try something else ?,the phone number of it is 01223 351880 .
615,3,the phone number of it is 01223 351880 .what is the phone number ?,,expensive north EOS_Z1 phone,,restaurant two two 's phone number is 01223 351880 . how else may i assist you ?
615,4,restaurant two two 's phone number is 01223 351880 . how else may i assist you ?that is all . thank you .,,expensive north EOS_Z1,you're welcome . goodbye .<extra_id_96> .,my pleasure . goodbye .
673,5,,,,,
673,0,i am looking for a restaurant that serves moroccan food and is moderately priced .,moroccan moderate EOS_Z1,moroccan moderate EOS_Z1,there are no restaurants that serve food_SLOT food . would you like to try something else ?,which area would you like ?
673,1,which area would you like ?i don't care what area it is in .,moroccan moderate EOS_Z1,moroccan moderate EOS_Z1,there are no food_SLOT restaurants in the area_SLOT part of town . would you like to try something else ?,there are no pricerange_SLOT priced food_SLOT restaurants in any area . might another type of food interest you ?
673,2,"there are no moderately priced moroccan restaurants in any area . might another type of food interest you ?yes , what about turkish food ?",turkish moderate EOS_Z1,turkish moderate EOS_Z1,there are three food_SLOT restaurants in the pricerange_SLOT price range . would you like more information on the area ?,anatolia and efes restaurants are food_SLOT .
673,3,anatolia and efes restaurants are turkish .may i have the address of anatolia ?,,turkish moderate EOS_Z1 address,,the address is 30 bridge street city area_SLOT .
673,4,"the address is 30 bridge street city centre . thank you , goodbye .",,turkish moderate EOS_Z1,,you're welcome . goodbye .
675,5,,,,,
675,0,"i am interested in a restaurant located in the north part of town that specializes in indonesian food , please .",indonesian north EOS_Z1,indonesian north EOS_Z1,there are no restaurants in the area_SLOT part of town that serve food_SLOT food . would you like more information ?,there are no restaurants serving food_SLOT food in the area_SLOT part of town . would you like me to look in another part of town ?
675,1,there are no restaurants serving indonesian food in the north part of town . would you like me to look in another part of town ?what about italian food ?,italian north EOS_Z1,italian north EOS_Z1,there are two restaurants serving food_SLOT food in the area_SLOT part of town . would you like to try something else ?,da vinci pizzeria is a restaurant serving food_SLOT food in the area_SLOT part of town . would you like any additional information ?
675,2,"da vinci pizzeria is a restaurant serving italian food in the north part of town . would you like any additional information ?yes , may i have the address and phone number please ?",italian north EOS_Z1 address phone,italian north EOS_Z1 address phone,vinci pizzeria is located at vinci pizzeria and its phone number is 01223 32363 . would you like more information ?,the address is 20 milton road chesterton and the phone number is 01223 351707 .
675,3,"the address is 20 milton road chesterton and the phone number is 01223 351707 .thank you , goodbye .",,italian north EOS_Z1,goodbye,goodbye .
675,4,goodbye .bye .,,italian north EOS_Z1,,have a good evening .
655,3,,,,,
655,0,"could you recommend a restaurant that serves french food ? i'll need the address , phone number and postcode . thank you .",french EOS_Z1 address phone postcode,french EOS_Z1 address phone postcode,"thank you , goodbye .",you would like a restaurant serving food_SLOT food . do you have a preference to what area it is located ?
655,1,"you would like a restaurant serving french food . do you have a preference to what area it is located ? i don't care . please give me address , phone number , and postcode .",french EOS_Z1 address phone postcode,french EOS_Z1 address phone postcode,there are two restaurants serving food_SLOT food . do you have a preference for the type of food ?,"i can recommend 2 restaurants serving food_SLOT cuisine : cote , located at bridge street city area_SLOT c .b2 , 1 u .f , phone number 01223 311053 or restaurant two two located at 22 chesterton road chesterton , c .b 4 , 3 a .x , phone number 01223 351880"
655,2,"i can recommend 2 restaurants serving french cuisine : cote , located at bridge street city centre c .b2 , 1 u .f , phone number 01223 311053 or restaurant two two located at 22 chesterton road chesterton , c .b 4 , 3 a .x , phone number 01223 351880 thank you good bye",french EOS_Z1,french EOS_Z1,thank you for using our system . good bye,you are welcome .
640,3,,,,,
640,0,i would like a moderately priced restaurant located in the south part of town .,moderate south EOS_Z1,moderate south EOS_Z1,there are two pricerange_SLOT priced restaurants in the area_SLOT part of town . would you like to try something else ?,pizza hut cherry hinton is an food_SLOT restaurant in the area_SLOT of town in the pricerange_SLOT price range .
640,1,pizza hut cherry hinton is an italian restaurant in the south of town in the moderate price range .what type of food are they . what is their address ?,moderate south EOS_Z1 address,moderate south EOS_Z1 address food,"hut cherry hinton is located at 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 hut cherry hinton is a area_SLOT lane street and their address is clifton road fen ditton street clifton way cherry hinton is c .b 1 , 3 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05",they serve food_SLOT food . the address is g4 cambridge leisure park clifton way cherry hinton .
640,2,they serve italian food . the address is g4 cambridge leisure park clifton way cherry hinton .thank you . good bye,moderate south EOS_Z1,moderate south EOS_Z1,thank you for using our system . good bye,you're welcome . enjoy !
671,3,,,,,
671,0,"hello , i am looking for a cheap restaurant on the south side of town .",cheap south EOS_Z1,cheap south EOS_Z1,there are two pricerange_SLOT restaurants in the area_SLOT part of town . would you like to try something else ?,there is a place called nandos that specializes in food_SLOT food on the area_SLOT side of town .
671,1,there is a place called nandos that specializes in portuguese food on the south side of town .what is the address and postcode ?,portuguese cheap south EOS_Z1 address postcode,cheap south EOS_Z1 address postcode,nandos is located at nandos' postcode . does it matter ?,"the phone number is 01223 327908 and the postcode is c .b 1 , 7 d .y"
671,2,"the phone number is 01223 327908 and the postcode is c .b 1 , 7 d .ythank you , goodbye .",portuguese cheap south EOS_Z1,cheap south EOS_Z1,thank you for using our system . goodbye .,thank you for using our system ! have a great day !
632,3,,,,,
