EVALUATION RESULTS:
bleu,success,match
0.11930830465923484,0.6949806902687795,0.6153846153372781
DECODED RESULTS
dial_id,turn_num,user,bspn_gen,bspn,resp_gen,resp
1262,5,,,,,
1262,0,saya sedang mencari restoran yang berada di bagian utara kota,utara EOS_Z1,utara EOS_Z1,apakah kamu ingin informasi lebih lanjut ?,di rentang harga apa yang kamu cari ?
1262,1,di rentang harga apa yang kamu cari ?saya sedang ingin restoran murah . jenis masakan apa yang tersedia dengan parameter tersebut ?,murah utara EOS_Z1 address,murah utara EOS_Z1,alamatnya adalah 01223 727456 . apakah kamu ingin informasi lebih lanjut lebih lanjut tentang informasi lebih lanjut ?,makanan food_SLOT dan food_SLOT dapat ditemukan untuk harga pricerange_SLOT di bagian area_SLOT kota . apakah kamu ingin informasi tambahan ?
1262,2,makanan italia dan india dapat ditemukan untuk harga murah di bagian utara kota . apakah kamu ingin informasi tambahan ?bisakah kamu memberikan saya nama dan nomor dari restoran india murah di utara ?,india murah utara EOS_Z1 address phone,murah india utara EOS_Z1 phone,nomornya adalah 01223 727232 dan nomornya adalah 01223 727232 .,royal spice adalah restoran food_SLOT pricerange_SLOT di area_SLOT . nomornya adalah 01733 553355
1262,3,royal spice adalah restoran india murah di utara . nomornya adalah 01733 553355berapa harga rata-rata masakan ?,india murah utara EOS_Z1,murah utara india EOS_Z1 phone,alamatnya adalah 01223 4646388 .,"maaf , informasi ini tidak tersedia bagi kami . apakah ada hal lain yang dapat saya bantu ?"
1262,4,"maaf , informasi ini tidak tersedia bagi kami . apakah ada hal lain yang dapat saya bantu ?terima kasih sampai jumpa .",india murah utara EOS_Z1,murah utara india EOS_Z1,terima kasih sudah menggunakan sistem kami . sampai jumpa .,selamat malam .
1287,5,,,,,
1287,0,i would like an expensive restaurant that serves turkish food,turkish expensive EOS_Z1,turkish expensive EOS_Z1,"i'm sorry , there are no food_SLOT restaurants in the pricerange_SLOT price range .","i'm sorry , we don't have any pricerange_SLOT food_SLOT restaurants ."
1287,1,"i'm sorry , we don't have any expensive turkish restaurants .how about a moderate one ?",turkish expensive EOS_Z1,turkish moderate EOS_Z1,anatolia is a food_SLOT restaurant in the pricerange_SLOT price range . would you like a different type of food ?,"anatolia and efes restaurant are both pricerange_SLOT priced food_SLOT restaurants , and both are in the area_SLOT of town . would you like an address or phone number for one of them ?"
1287,2,"anatolia and efes restaurant are both moderately priced turkish restaurants , and both are in the centre of town . would you like an address or phone number for one of them ?yes . address and phone number for anatolia .",turkish expensive EOS_Z1 address phone,turkish moderate EOS_Z1 address phone,the address is 01223 727456 . is there anything else i can help you with ?,"anatolia is at 30 bridge street city area_SLOT , and the phone number is 01223 362372 . can i get you any further information ?"
1287,3,"anatolia is at 30 bridge street city centre , and the phone number is 01223 362372 . can i get you any further information ?what is the postcode ?",turkish expensive EOS_Z1 postcode,turkish moderate EOS_Z1 postcode,"the postcode is 01223 362372 and the postcode is c .b 2 , 3 p .a . is there anything else i can help you with ?","the postcode is anatolia is c .b 2 , 1 u .j ."
1287,4,"the postcode is anatolia is c .b 2 , 1 u .j .thank you goodbye .",turkish expensive EOS_Z1,turkish moderate EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,you're welcome . goodbye .
1226,5,,,,,
1226,0,"hello , i am looking for a restaurant that serves halal food .",halal EOS_Z1,halal EOS_Z1,there are no restaurants that serve food_SLOT food .,i cannot find any restaurants serving food_SLOT food . do you have any other preferences ?
1226,1,i cannot find any restaurants serving halal food . do you have any other preferences ? how about indian food ?,indian EOS_Z1,indian EOS_Z1,they are located at a corner street city area_SLOT and are in the pricerange_SLOT price range . is there anything else i can help you with ?,the cocum serves food_SLOT food .
1226,2,the cocum serves indian food .what is their address and phone number ?,indian EOS_Z1 address phone,indian EOS_Z1 address phone,the missing number is 01223 727688 . is there anything else i can help you with ?,"their address is 71 castle street city area_SLOT , their phone number is 01223 366668 ."
1226,3,"their address is 71 castle street city centre , their phone number is 01223 366668 .is cocum located in the east part of town ?",indian east EOS_Z1 address,indian east EOS_Z1 area,their address is 01223 362660 and is located at chesterton road chesterton . is there anything else i can help you with ?,"no , the cocum is located on the area_SLOT part of town . would you like me to find an food_SLOT restaurant on the area_SLOT part of town ?"
1226,4,"no , the cocum is located on the west part of town . would you like me to find an indian restaurant on the east part of town ?correct",indian east EOS_Z1 address,indian east EOS_Z1,the cherry hinton restaurant is in the area_SLOT part of town . the address is 01223 727277 . is there anything else i can help you with ?,"i have 4 food_SLOT restaurants showing for the area_SLOT part of town . they are curry prince , pipasha restaurant , rajmahal , and sitar tandoori ."
1324,5,,,,,
1324,0,i am looking for an expensive restaurant that serves persian food .,persian expensive EOS_Z1,persian expensive EOS_Z1,there are no food_SLOT restaurants in the pricerange_SLOT price range .,there are no food_SLOT restaurants listed . is there something else i can search for ?
1324,1,there are no persian restaurants listed . is there something else i can search for ?how about a restaurant that serves european food ?,european expensive EOS_Z1,european expensive EOS_Z1,there are two restaurants that serve food_SLOT food . would you like a different type of food ?,there are 4 restaurants that meet those specification . do you have a preference of the area of town it is located at ?
1324,2,there are 4 restaurants that meet those specification . do you have a preference of the area of town it is located at ?the area doesn't matter .,european expensive EOS_Z1,european expensive EOS_Z1,the cote is located at a corner food_SLOT restaurant in the area_SLOT of town . is there anything else i can help you with ?,"okay , i suggest the cambridge lodge restaurant . they serve great food_SLOT food and are located in the area_SLOT part of town . would you like their phone number ?"
1324,3,"okay , i suggest the cambridge lodge restaurant . they serve great european food and are located in the west part of town . would you like their phone number ?yes please . and the address as well .",european expensive EOS_Z1 address phone,european expensive EOS_Z1 address phone,the address is 01223 727456 . is there anything else i can help you with ?,their address is hotel 139 huntingdon road city area_SLOT and their phone number is 01223 355166 .
1324,4,their address is hotel 139 huntingdon road city centre and their phone number is 01223 355166 .thank you goodbye .,european expensive EOS_Z1,european expensive EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,goodbye .
1279,2,,,,,
1279,0,can i please have a cheap restaurant in the west ?,cheap west EOS_Z1,cheap west EOS_Z1,there are two pricerange_SLOT restaurants in the area_SLOT part of town . would you like a different type of food ?,la margherita is an food_SLOT restaurant . it is located at 15 magdalene street city area_SLOT . phone number is 01223 315232 .
1279,1,la margherita is an italian restaurant . it is located at 15 magdalene street city centre . phone number is 01223 315232 .thank you very much . bye .,cheap west EOS_Z1,cheap west EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,"thank you , goodbye ."
1288,2,,,,,
1288,0,hello i would like to find a restaurant in the west part of the city that costs a moderate amount .,moderate west EOS_Z1,moderate west EOS_Z1,there are two restaurants in the area_SLOT part of town . would you like a different type of food ?,prezzo is a pricerange_SLOT priced food_SLOT restaurant in the area_SLOT part of town . would you like their phone number ?
1288,1,prezzo is a moderately priced italian restaurant in the west part of town . would you like their phone number ?yes and the address .,moderate west EOS_Z1 address phone,moderate west EOS_Z1 address phone,the address is 01223 727 727456 . is there anything else i can help you with ?,their phone number is 01799 521260 and their address is 21 - 24 area_SLOT road .
1236,2,,,,,
1236,0,i want an expensive restaurant and serves european food . what is the phone number ?,european expensive EOS_Z1 phone,european expensive EOS_Z1 phone,the phone number is 01223 362660 .,there is cambridge lodge restaurant in the area_SLOT area . their phone number is 01223 355166 . can i help you with anything else ?
1236,1,there is cambridge lodge restaurant in the west area . their phone number is 01223 355166 . can i help you with anything else ?thank you,european expensive EOS_Z1,european expensive EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,"thank you , goodbye !"
1238,2,,,,,
1238,0,i want to find a cheap restaurant in the north part of town . what is the address and food ?,cheap north EOS_Z1 address food,cheap north EOS_Z1 address food,the address is 01223 352660 .,da vinci pizzeria serves food_SLOT food and is located at 20 milton road chesterton or royal spice serves food_SLOT food and is on victoria avenue chesterton
1238,1,da vinci pizzeria serves italian food and is located at 20 milton road chesterton or royal spice serves indian food and is on victoria avenue chestertonthank you,cheap north EOS_Z1 address,cheap north EOS_Z1,you're welcome . goodbye .,"thank you , goodbye"
1289,2,,,,,
1289,0,apa alamat dan nomor dari restoran murah di bagian utara kota ?,murah utara EOS_Z1 address phone,murah utara EOS_Z1 address phone,alamatnya adalah 01223 362660 .,da vinci pizzeria bisa dikontak melalui 01223 351707 dan berlokasi di 20 milton road chesterton
1289,1,da vinci pizzeria bisa dikontak melalui 01223 351707 dan berlokasi di 20 milton road chestertonterima kasih sampai jumpa,murah utara EOS_Z1,murah utara EOS_Z1,terima kasih sudah menggunakan sistem kami . sampai jumpa,nikmati makananmu !
1241,2,,,,,
1241,0,i am looking for a restaurant in the west part of town that is in the cheap price range .,cheap west EOS_Z1,cheap west EOS_Z1,there are two restaurants in the area_SLOT part of town . would you like a different type of food ?,there are two restaurants in the area_SLOT part of town . what type of food are you interested in ?
1241,1,there are two restaurants in the west part of town . what type of food are you interested in ?i don't care . any type of food will be fine .,cheap west EOS_Z1,cheap west EOS_Z1,they are located at a corner street city area_SLOT and are in the pricerange_SLOT price range . is there anything else i can help you with ?,"there is prezzo which is food_SLOT at 21 - 24 area_SLOT road , phone number is 01799 521260 ."
1253,7,,,,,
1253,0,saya membutuhkan alamat dan nomor dari restoran yang berada di selatan kota .,selatan EOS_Z1 address phone,selatan EOS_Z1 address phone,alamatnya adalah 01223 362660 .,terdapat sembilan restoran yang berada di area_SLOT kota . jenis makanan apa yang kamu inginkan ?
1253,1,terdapat sembilan restoran yang berada di selatan kota . jenis makanan apa yang kamu inginkan ?saya tidak peduli .,tidak peduli selatan EOS_Z1,tidak peduli selatan EOS_Z1,alamatnya adalah 01223 352660 .,"chiquito restaurant bar berada di area_SLOT kota . alamatnya adalah 2g cambridge leisure park cherry hinton road cherry hinton , dan nomornya adalah 01223 400170 ."
1253,2,"chiquito restaurant bar berada di selatan kota . alamatnya adalah 2g cambridge leisure park cherry hinton road cherry hinton , dan nomornya adalah 01223 400170 .bisakah kamu memberitahu saya jenis makanan apa yang mereka sediakan ?",tidak peduli selatan EOS_Z1 food,tidak peduli selatan EOS_Z1 food,nomornya adalah 01223 400170 .,chiquito restaurant bar menyediakan makanan food_SLOT
1253,3,chiquito restaurant bar menyediakan makanan meksikosaya ingin satu yang harga menengah . apa harga dari restoran chiquito ?,tidak peduli selatan EOS_Z1,tidak peduli menengah selatan EOS_Z1 pricerange,chiquito restaurant bar menyediakan makanan food_SLOT di area_SLOT kota . apakah kamu ingin informasi lebih lanjut tentang makananmu ?,tampaknya chiquito restaurant bar pricerange_SLOT . pizza hut cherry hinton adalah restoran food_SLOT menengahly yang berada di area_SLOT
1253,4,tampaknya chiquito restaurant bar mahal . pizza hut cherry hinton adalah restoran italia menengahly yang berada di selatanapa alamat dari pizza hut cherry hinton ?,italia tidak peduli selatan EOS_Z1 address,tidak peduli menengah selatan EOS_Z1 address,alamat dari chiquito restaurant adalah 01223 362660 . apakah kamu ingin informasi lebih lanjut lebih lanjut lanjut ?,alamatnya adalah g4 cambridge leisure park clifton way cherry hinton .
1253,5,alamatnya adalah g4 cambridge leisure park clifton way cherry hinton .maaf tadi di bagian kota mana ?,italia tidak peduli selatan EOS_Z1,selatan tidak peduli menengah EOS_Z1 area,alamatnya adalah cambridge leisure park clifton way . apakah kamu ingin informasi lebih lanjut ?,ia berlokasi di area_SLOT kota
1253,6,"ia berlokasi di selatan kotaterima kasih , sampai jumpa",italia tidak peduli selatan EOS_Z1,tidak peduli menengah selatan EOS_Z1,terima kasih sudah menggunakan sistem kami . sampai jumpa .,semoga harimu menyenangkan .
1305,7,,,,,
1305,0,saya sedang mencari sebuah restoran dengan makanan vegetarian .,vegetarian EOS_Z1,vegeetarian EOS_Z1,tidak ada restoran yang menyediakan makanan food_SLOT .,daerah kota apa yang kamu cari ?
1305,1,daerah kota apa yang kamu cari ?area apapun cocok bagi saya .,vegetarian EOS_Z1 area,vegeetarian tidak peduli EOS_Z1,"terima kasih , sampai jumpa .",tidak ada restoran yang menyediakan makanan food_SLOT .
1305,2,tidak ada restoran yang menyediakan makanan vegetarian .bagaimana dengan makanan eropa ?,eropa tidak peduli EOS_Z1,eropa tidak peduli EOS_Z1,"terima kasih , sampai jumpa .",kamu lebih ingin makanan food_SLOT atau food_SLOT modern ?
1305,3,kamu lebih ingin makanan eropa atau eropa modern ?eropa .,eropa modern tidak peduli EOS_Z1,eropa tidak peduli EOS_Z1,apakah kamu ingin informasi lebih lanjut ?,ada sepuluh hasil . apakah kamu memiliki preferensi rentang harga ?
1305,4,ada sepuluh hasil . apakah kamu memiliki preferensi rentang harga ?tidak,eropa modern tidak peduli EOS_Z1,eropa tidak peduli tidak peduli EOS_Z1,"terima kasih , sampai jumpa .",cambridge lodge restaurant menyajikan makanan food_SLOT dengan harga yang pricerange_SLOT .
1305,5,cambridge lodge restaurant menyajikan makanan eropa dengan harga yang mahal .bisakah saya memiliki alamat dan nomor nya ?,eropa modern tidak peduli EOS_Z1 address phone,eropa tidak peduli tidak peduli EOS_Z1 address phone,alamat cambridge lodge restaurant adalah cambridge lodge restaurant dan nomornya adalah 01223 352660 .,"alamatnya adalah cambridge lodge hotel 139 huntingdon road city area_SLOT , kode posnya adalah c .b 3 , 0 d .q , nomor teleponnya adalah 01223 355166"
1305,6,"alamatnya adalah cambridge lodge hotel 139 huntingdon road city centre , kode posnya adalah c .b 3 , 0 d .q , nomor teleponnya adalah 01223 355166terima kasih , sampai jumpa",eropa modern tidak peduli EOS_Z1,eropa tidak peduli tidak peduli EOS_Z1,"terima kasih , sampai jumpa",sama sama dan terima kasih sudah menelpon . sampai jumpa .
1237,6,,,,,
1237,0,tolong sebuah restoran mahal,mahal EOS_Z1,mahal EOS_Z1,apakah kamu ingin makanan pricerange_SLOT ?,apakah kamu memiliki daerah kota atau jenis masakan dalam pikiran ?
1237,1,apakah kamu memiliki daerah kota atau jenis masakan dalam pikiran ?saya sedang memikirkan makanan catalonia,catalonia mahal EOS_Z1 address,katalan mahal EOS_Z1,"terima kasih , semoga harimu menyenangkan ! apakah kamu ingin informasi lebih lanjut ?",tidak ada restoran food_SLOT yang pricerange_SLOT . dapatkah saya membantumu menemukan hal lain ?
1237,2,tidak ada restoran catalan yang mahal . dapatkah saya membantumu menemukan hal lain ?apakah ada restoran catalonia kelas menengah ?,menengah EOS_Z1 address,katalan menengah EOS_Z1,alamatnya adalah 01223 727 727456 . apakah kamu ingin informasi lebih lanjut lebih lanjut ?,iya . jenis makanan apa yang kamu inginkan ?
1237,3,iya . jenis makanan apa yang kamu inginkan ?bagaimana dengan italia ?,italia menengah EOS_Z1 address,italia menengah EOS_Z1,alamatnya adalah 01223 727 727456 . apakah kamu ingin informasi lebih lanjut lebih lanjut lebih lanjut ?,prezzo adalah sebuah restoran food_SLOT di kisaran harga yang menengah .
1237,4,"prezzo adalah sebuah restoran italia di kisaran harga yang menengah .bagus , apa alamat , nomor telepon dan daerah mereka ?",italia menengah EOS_Z1 address phone,italia menengah EOS_Z1 address area phone,alamatnya adalah 01223 727 727456 . apakah kamu ingin informasi lebih lanjut lebih lanjut lebih lanjut lebih lanjut tentang informasi lebih lanjut ?,prezzo terletak di jalan area_SLOT 21-24 . nomor teleponnya adalah 01799 521260 dan berada di daerah area_SLOT . apakah ada hal lain yang dapat saya bantu ?
1237,5,prezzo terletak di jalan northampton 21-24 . nomor teleponnya adalah 01799 521260 dan berada di daerah utara . apakah ada hal lain yang dapat saya bantu ?terima kasih sampai jumpa .,italia menengah EOS_Z1,italia menengah EOS_Z1,sama sama . sampai jumpa .,"terimakasih telah menelepon , selamat makan ! selamat tinggal ."
1330,6,,,,,
1330,0,saya membutuhkan restoran di utara kota,utara EOS_Z1,utara EOS_Z1,apakah kamu inginkan restoran area_SLOT ?,oke . apakah kamu menginginkan rentang harga tertentu yang ada di pikiran mu ?
1330,1,oke . apakah kamu menginginkan rentang harga tertentu yang ada di pikiran mu ?saya tidak mempunyai preferensi harga . saya mencari restoran yang menyediakan makanan catalan .,catalan utara EOS_Z1,tidak peduli katalan utara EOS_Z1,"terima kasih , sampai jumpa .","maafkan saya , tidak ada restoran yang berada di list yang menyediakan makanan food_SLOT yang berada di bagian area_SLOT kota . apakah kamu ingin mencoba hal lainnya ?"
1330,2,"maafkan saya , tidak ada restoran yang berada di list yang menyediakan makanan catalan yang berada di bagian utara kota . apakah kamu ingin mencoba hal lainnya ?bagaimana dengan tipe makanan perancis ?",perancis utara EOS_Z1,perancis utara tidak peduli EOS_Z1,alamatnya adalah 01223 727 727456 . apakah kamu ingin informasi lebih lanjut lebih lanjut ?,"restaurant two two berada di area area_SLOT dan menyediakan makanan food_SLOT , apakah ada yang bisa saya bantu untuk hal lain ?"
1330,3,"restaurant two two berada di area utara dan menyediakan makanan perancis , apakah ada yang bisa saya bantu untuk hal lain ?ya . bisakah saya mendapatkan nama dan nomor untuk salah satu restoran tersebut ?",perancis utara EOS_Z1 address phone,perancis utara tidak peduli EOS_Z1 phone,nomornya adalah 01223 727 727456 . apakah kamu ingin informasi lebih lanjut tentang hal lain ?,"ya , restaurant two two bisa dikontak melalui 01223 351880 ."
1330,4,"ya , restaurant two two bisa dikontak melalui 01223 351880 .tadi di area apa ya ?",perancis utara EOS_Z1 address,utara perancis tidak peduli EOS_Z1 area,alamatnya adalah 01223 351880 .,ia berlokasi di area_SLOT kota
1330,5,ia berlokasi di utara kotaterima kasih atas bantuannya . semoga malam mu menyenangkan,perancis utara EOS_Z1,perancis utara tidak peduli EOS_Z1,terima kasih sudah menggunakan sistem kami . sampai jumpa .,terima kasih . sampai jumpa .
1349,6,,,,,
1349,0,i would like a hungarian restaurant in the west of town .,hungarian west EOS_Z1,hungarian west EOS_Z1,there are no food_SLOT restaurants in the area_SLOT part of town .,there are no food_SLOT restaurants in the area_SLOT of town . would you like to change your query ?
1349,1,there are no hungarian restaurants in the west of town . would you like to change your query ?is there any indian food on the west side of town .,hungarian west EOS_Z1,indian west EOS_Z1,there are no food_SLOT restaurants in the area_SLOT part of town . would you like a different type of food ?,there are 6 food_SLOT restaurants in the area_SLOT part of town . what price range do you have in mind ?
1349,2,there are 6 indian restaurants in the west part of town . what price range do you have in mind ?the price range doesn't matter .,hungarian west EOS_Z1,indian west EOS_Z1,there are no hung restaurants in the area_SLOT part of town . do you like anything else i can help you with ?,"would you like the name , address and phone number of a few of them ?"
1349,3,"would you like the name , address and phone number of a few of them ?yes , but just for one .",hungarian west EOS_Z1 address phone,indian west EOS_Z1 address phone,there are no hung restaurants in the area_SLOT part of town . would you like a different type of food ?,cocum is located at 71 castle street city area_SLOT and their phone number is 01223 366668 . their price range is pricerange_SLOT .
1349,4,cocum is located at 71 castle street city centre and their phone number is 01223 366668 . their price range is expensive . thank you !,hungarian west EOS_Z1 address,indian west EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,you're welcome . may i help with another query ?
1349,5,"you're welcome . may i help with another query ?nope , i'm good . thanks again .",hungarian west EOS_Z1,indian west EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,goodbye .
1252,6,,,,,
1252,0,i would like a restaurant in the south part of town that serves greek food,greek south EOS_Z1,greek south EOS_Z1,there are no food_SLOT restaurants in the area_SLOT part of town . would you like a different type of food ?,i am sorry there no restaurants matching what you want . is there anything else ?
1252,1,i am sorry there no restaurants matching what you want . is there anything else ?how about chinese food ?,chinese south EOS_Z1,chinese south EOS_Z1,there are two restaurants that serve food_SLOT food . would you like a different type of food ?,would you like something in the pricerange_SLOT or pricerange_SLOT price range ?
1252,2,"would you like something in the expensive or cheap price range ? cheap , i think .",chinese south EOS_Z1,chinese cheap south EOS_Z1,"i'm sorry , would you like a different type of food ?","the lucky star serves food_SLOT food , is located in the area_SLOT part of town and is in the pricerange_SLOT price range . would you like more information for them ?"
1252,3,"the lucky star serves chinese food , is located in the south part of town and is in the cheap price range . would you like more information for them ? what is the address ?",chinese south EOS_Z1 address,chinese cheap south EOS_Z1 address,the address is 01223 727456 . is there anything else i can help you with ?,cambridge leisure park clifton way cherry hinton
1252,4,cambridge leisure park clifton way cherry hintonthank you goodbye .,chinese south EOS_Z1,chinese cheap south EOS_Z1,you're welcome . goodbye .,you're welcome . goodbye .
1252,5,you're welcome . goodbye .goodbye .,chinese south EOS_Z1,chinese cheap south EOS_Z1,goodbye . goodbye .,good bye .
1336,6,,,,,
1336,0,"hai , saya sedang mencari restoran yang menengah di bagian selatan kota .",menengah selatan EOS_Z1,menengah selatan EOS_Z1,apakah kamu ingin informasi lebih lanjut ?,jenis makanan apa yang kamu inginkan ? food_SLOT atau food_SLOT modern ?
1336,1,jenis makanan apa yang kamu inginkan ? italia atau eropa modern ?saya tidak peduli .,italia menengah selatan tidak peduli EOS_Z1 food,tidak peduli menengah selatan EOS_Z1,alamatnya adalah 01223 727707 .,ada dua restoran : pizza hut cherry hinton dan restaurant alimentum .
1336,2,ada dua restoran : pizza hut cherry hinton dan restaurant alimentum .apakah ada hal lainnya yang tersedia ?,italia menengah selatan tidak peduli EOS_Z1,tidak peduli menengah selatan EOS_Z1,nomor teleponnya adalah 01223 362660 .,"tidak , hanya ada dua restoran yang tersedia di area ini . apakah ada hal lain yang dapat saya bantu ?"
1336,3,"tidak , hanya ada dua restoran yang tersedia di area ini . apakah ada hal lain yang dapat saya bantu ?berikan saya alamat dan kode pos apapun dari mereka .",italia menengah selatan tidak peduli EOS_Z1 address postcode,tidak peduli menengah selatan EOS_Z1 address postcode,alamatnya adalah 01223 362430 .,nomor telepon pizza hut cherry hinton adalah 01223 323737 dan mereka berlokasi di g4 cambridge leisure park clifton way cherry hinton .
1336,4,nomor telepon pizza hut cherry hinton adalah 01223 323737 dan mereka berlokasi di g4 cambridge leisure park clifton way cherry hinton .apa kode pos nya ?,italia menengah selatan tidak peduli EOS_Z1 postcode,selatan tidak peduli menengah EOS_Z1 postcode,kode posnya adalah 01223 323737 .,"kode posnya adalah c .b 1 , 7 d .y"
1336,5,"kode posnya adalah c .b 1 , 7 d .ybaik . terima kasih banyak",italia menengah selatan tidak peduli EOS_Z1,tidak peduli menengah selatan EOS_Z1,terima kasih sudah menggunakan sistem kami . sampai jumpa,sama sama .
1351,6,,,,,
1351,0,i need to find a restaurant in the north side of town,north EOS_Z1,north EOS_Z1,there are two restaurants in the area_SLOT part of town . would you like a different type of food ?,ok . did you have a certain price range of cuisine in mind ?
1351,1,ok . did you have a certain price range of cuisine in mind ?i don't have a price range . i'm looking for a restaurant that serves catalan food .,catalan north EOS_Z1,catalan north EOS_Z1,there are no restaurants that serve food_SLOT food in the area_SLOT part of town . would you like a different type of food ?,"i'm sorry , there are no restaurants listed serving food_SLOT food in the area_SLOT part of town . would you like to try something else ?"
1351,2,"i'm sorry , there are no restaurants listed serving catalan food in the north part of town . would you like to try something else ? how about french type food ?",catalan north EOS_Z1,french north EOS_Z1,there are no restaurants serving food_SLOT food in the area_SLOT part of town . would you like a different type of food ?,"restaurant two two is in the area_SLOT area and serving food_SLOT food , can i help you with anything else ?"
1351,3,"restaurant two two is in the north area and serving french food , can i help you with anything else ?yes . can i get the name and phone number of one of those restaurants ?",catalan north EOS_Z1 address phone,french north EOS_Z1 phone,there are no restaurants serving food_SLOT food in the area_SLOT part of town . can i help you with anything else ?,"yes , restaurant two two can be reached at 01223 351880 ."
1351,4,"yes , restaurant two two can be reached at 01223 351880 .what is the area again sorry ?",catalan north EOS_Z1 address,north french EOS_Z1 area,"sorry , they are sorry , but they are sorry , but they are sorry , but they are sorry , but they are sorry , but they are sorry , but they are sorry",it is located in the area_SLOT part of town
1351,5,it is located in the north part of townthank you for your help . have a great evening .,catalan north EOS_Z1,french north EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,thank you . goodbye .
1234,6,,,,,
1234,0,halo ! saya sedang mencari restoran yang spesial dalam makanan swedia .,swedia murah EOS_Z1,swedia EOS_Z1,"maafkan saya , apakah kamu ingin informasi lebih lanjut ?",area apa yang kamu inginkan ?
1234,1,area apa yang kamu inginkan ?apapun,swedia murah EOS_Z1,swedia tidak peduli EOS_Z1,"maafkan saya , apakah kamu inginkan informasi lebih lanjut ?",tidak ada restoran bergaya food_SLOT . apakah anda ingin mengganti kueri pencarian ?
1234,2,tidak ada restoran bergaya swedia . apakah anda ingin mengganti kueri pencarian ?bagaimana kalau oriental asia ?,oriental asia murah EOS_Z1,oriental asia tidak peduli EOS_Z1,apakah kamu ingin informasi lebih lanjut lebih lanjut ?,"charlie chan memiliki makanan food_SLOT yang pricerange_SLOT dengan lokasi di regent street city area_SLOT , nomor telepon 01223 361763"
1234,3,"charlie chan memiliki makanan cina yang murah dengan lokasi di regent street city centre , nomor telepon 01223 361763apakah anda memiliki daftar harga yang menengah untuk oriental asia ?",oriental asia menengah EOS_Z1,oriental asia menengah tidak peduli EOS_Z1,nomor teleponnya adalah 01223 361763 dan nomornya adalah 01223 361763 .,itu dia yippee noodle bar . apakah anda ingin alamatnya ?
1234,4,itu dia yippee noodle bar . apakah anda ingin alamatnya ?iya mohon dan nomor teleponnya juga . terima kasih .,oriental asia menengah EOS_Z1 address phone,oriental asia menengah tidak peduli EOS_Z1 address phone,"terima kasih , sampai jumpa .",alamatnya adalah 40428 king street city area_SLOT dan nomornya adalah 01223 518111 .
1234,5,alamatnya adalah 40428 king street city centre dan nomornya adalah 01223 518111 .bagus sekali . itu sudah semua yang saya butuhkan . terima kasih dan semoga anda memiliki sore yang menyenangkan !,oriental asia menengah EOS_Z1,oriental asia menengah tidak peduli EOS_Z1,terima kasih sudah menggunakan sistem kami . sampai jumpa .,terima kasih sudah menggunakan sistem kami . selamat tinggal !
1281,6,,,,,
1281,0,saya ingin mencari restoran murah di bagian selatan kota .,murah selatan EOS_Z1,murah selatan EOS_Z1,apakah kamu ingin informasi lebih lanjut ?,the lucky star adalah restoran food_SLOT pricerange_SLOT yang berada di area_SLOT kota .
1281,1,the lucky star adalah restoran cina murah yang berada di selatan kota .apakah ada tempat yang lain ?,cina murah selatan EOS_Z1,murah selatan EOS_Z1,lucky star adalah restoran food_SLOT pricerange_SLOT di bagian area_SLOT kota . apakah kamu ingin informasi lebih lanjut lanjut lanjut ?,nandos adalah restoran pricerange_SLOT food_SLOT yang berada di area_SLOT kota . apakah kamu ingin tahu informasinya ?
1281,2,nandos adalah restoran murah portugal yang berada di selatan kota . apakah kamu ingin tahu informasinya ?maaf apa jenis makanan dari restoran tersebut ?,cina murah selatan EOS_Z1 food,selatan murah EOS_Z1 food,alamatnya adalah nandos lodge restaurant dan nomornya adalah 01223 727456 . apakah kamu ingin informasi lanjut ?,mereka menyediakan makanan food_SLOT .
1281,3,mereka menyediakan makanan portugal .di rentang harga apa itu ?,portugal murah selatan EOS_Z1,selatan murah EOS_Z1 pricerange,alamatnya adalah 01223 727456 .,mereka berada di rentang harga pricerange_SLOT .
1281,4,mereka berada di rentang harga murah .kelihatannya lezat . apa alamat dan nomornya ?,murah selatan EOS_Z1 address phone,murah selatan EOS_Z1 address phone,alamatnya adalah 01223 727 727456 . apakah kamu ingin informasi lebih lanjut lebih lanjut lebih lanjut lebih lanjut lebih lanjut ?,alamat nandos adalah cambridge leisure park clifton way dan nomornya adalah 01223 327908 . apakah ada hal lain yang dapat saya bantu ?
1281,5,alamat nandos adalah cambridge leisure park clifton way dan nomornya adalah 01223 327908 . apakah ada hal lain yang dapat saya bantu ?tidak terima kasih . sampai jumpa !,murah selatan EOS_Z1,murah selatan EOS_Z1,"terima kasih , sampai jumpa .",sama sama . sampai jumpa .
1219,6,,,,,
1219,0,saya mencari sebuah restoran yang menengah di barat kota .,menengah barat EOS_Z1,menengah barat EOS_Z1,apakah kamu ingin makanan yang menengah ?,jenis masakan apa yang kamu suka ?
